91,90
91,100
91,50
91,60
47,90
47,100
47,50
47,60
88,90
88,100
88,50
88,60
88,30
88,40
88,20
88,30
88,15
88,25
64,90
64,100
64,50
64,60
64,30
64,40
3,90
3,100
3,50
3,60
3,30
3,40
30,90
30,100
30,50
30,60
30,30
30,40
42,90
42,100
42,50
42,60
9,90
9,100
9,50
9,60
9,30
9,40
86,90
86,100
87,90
87,100
85,90
85,100
81,90
81,100
81,50
81,60
60,90
60,100
70,90
70,100
70,50
70,60
70,30
70,40
70,20
70,30
58,90
58,100
58,50
58,60
6,90
6,100
70,90
70,100
70,50
70,60
79,90
79,100
29,90
29,100
29,50
29,60
29,30
29,40
29,20
29,30
3,90
3,100
66,90
66,100
40,90
40,100
20,90
20,100
29,90
29,100
83,90
83,100
87,90
87,100
89,90
89,100
89,50
89,60
48,90
48,100
48,50
48,60
87,90
87,100
87,50
87,60
87,30
87,40
87,20
87,30
87,15
87,25
69,90
69,100
9,90
9,100
9,50
9,60
49,90
49,100
67,90
67,100
80,90
80,100
2,90
2,100
2,50
2,60
38,90
38,100
34,90
34,100
34,50
34,60
