87,100
96,90
96,100
96,50
96,60
40,90
40,100
6,90
6,100
52,90
52,100
93,90
93,100
93,50
93,60
46,90
46,100
87,90
87,100
48,90
48,100
11,90
11,100
11,50
11,60
18,90
18,100
38,90
38,100
96,90
96,100
39,90
39,100
20,90
20,100
42,90
42,100
42,50
42,60
42,30
42,40
59,90
59,100
34,90
34,100
34,50
34,60
34,30
34,40
34,20
34,30
61,90
61,100
61,50
61,60
61,30
61,40
61,20
61,30
85,90
85,100
47,90
47,100
48,90
48,100
42,90
42,100
51,90
51,100
51,50
51,60
51,30
51,40
25,90
25,100
12,90
12,100
12,50
12,60
9,90
9,100
9,90
9,100
9,50
9,60
80,90
80,100
12,90
12,100
65,90
65,100
99,90
99,100
79,90
79,100
79,50
79,60
65,90
65,100
65,50
65,60
65,30
65,40
50,90
50,100
12,90
12,100
50,90
50,100
96,90
96,100
96,50
96,60
19,90
19,100
56,90
56,100
20,90
20,100
20,50
20,60
3,90
3,100
63,90
63,100
63,50
63,60
63,30
63,40
11,90
11,100
12,90
12,100
67,90
67,100
67,50
67,60
44,90
44,100
8,90
8,100
11,90
11,100
70,90
70,100
60,90
60,100
46,90
46,100
46,50
46,60
25,90
25,100
25,50
25,60
25,30
25,40
25,20
25,30
80,90
80,100
38,90
38,100
18,90
18,100
30,90
30,100
54,90
54,100
65,90
65,100
65,50
65,60
39,90
39,100
39,50
39,60
92,90
92,100
27,90
27,100
14,90
14,100
14,50
14,60
14,30
14,40
73,90
73,100
47,90
47,100
47,50
47,60
47,30
47,40
35,90
35,100
35,50
35,60
35,30
35,40
35,20
35,30
35,15
35,25
58,90
58,100
32,90
32,100
36,90
36,100
33,90
33,100
90,90
90,100
56,90
56,100
56,50
56,60
70,90
70,100
70,50
70,60
84,90
84,100
84,50
84,60
90,90
90,100
16,90
16,100
93,90
93,100
93,50
93,60
58,90
58,100
58,50
58,60
11,90
11,100
20,90
20,100
41,90
41,100
41,50
41,60
9,90
9,100
9,50
9,60
9,30
9,40
69,90
69,100
98,90
98,100
98,50
98,60
98,30
98,40
98,20
98,30
98,15
98,25
98,12
98,22
98,11
98,21
42,90
42,100
30,90
30,100
80,90
80,100
83,90
83,100
83,50
83,60
83,30
83,40
47,90
47,100
47,50
47,60
22,90
22,100
49,90
49,100
1,90
1,100
3,90
3,100
62,90
62,100
62,50
62,60
93,90
93,100
73,90
73,100
73,50
73,60
73,30
73,40
73,20
73,30
73,15
73,25
73,12
73,22
73,11
73,21
73,10
73,20
73,10
73,20
73,10
73,20
73,10
73,20
53,90
53,100
53,50
53,60
52,90
52,100
38,90
38,100
95,90
95,100
95,50
95,60
74,90
74,100
55,90
55,100
55,50
55,60
12,90
12,100
37,90
37,100
85,90
85,100
59,90
59,100
47,90
47,100
23,90
98,90
98,100
98,50
98,60
98,30
98,40
98,90
98,100
50,90
50,100
51,90
51,100
83,90
83,100
83,50
83,60
83,30
83,40
83,20
83,30
27,90
27,100
38,90
38,100
57,90
57,100
57,50
57,60
46,90
46,100
46,50
46,60
84,90
84,100
84,50
84,60
84,30
84,40
84,20
84,30
17,90
17,100
53,90
53,100
41,90
41,100
20,90
20,100
20,50
20,60
71,90
71,100
29,90
29,100
72,90
72,100
1,90
1,100
5,90
5,100
35,90
35,100
35,50
35,60
18,90
18,100
18,50
18,60
30,90
30,100
40,90
40,100
40,50
40,60
10,90
10,100
10,50
10,60
10,30
10,40
90,90
90,100
90,50
90,60
14,90
14,100
14,50
14,60
45,90
8,90
8,100
8,50
8,60
43,90
43,100
43,50
43,60
22,90
22,100
38,90
38,100
38,50
38,60
38,30
38,40
72,90
72,100
75,90
75,100
75,50
75,60
77,90
77,100
77,50
77,60
5,90
5,100
5,50
5,60
5,30
5,40
62,90
62,100
62,50
62,60
62,30
62,40
65,90
65,100
89,90
89,100
73,90
73,100
93,90
93,100
63,90
63,100
63,50
63,60
63,30
63,40
63,20
63,30
63,15
63,25
63,12
63,22
53,90
53,100
55,90
55,100
55,50
55,60
19,90
19,100
69,90
69,100
69,50
69,60
69,30
69,40
13,90
13,100
81,90
81,100
15,90
15,100
88,90
88,100
75,90
75,100
4,90
4,100
23,90
23,100
23,50
23,60
22,90
22,100
22,50
22,60
22,30
22,40
11,90
11,100
11,50
11,60
11,30
11,40
38,90
38,100
62,90
62,100
62,50
62,60
77,90
77,100
55,90
55,100
55,50
55,60
55,30
55,40
17,90
17,100
17,50
17,60
17,30
17,40
17,20
17,30
29,90
29,100
29,50
29,60
75,90
75,100
75,50
75,60
17,90
17,100
85,90
85,100
84,90
84,100
53,90
53,100
53,50
53,60
53,30
53,40
59,90
59,100
78,90
78,100
29,90
29,100
43,90
43,100
46,90
46,100
75,90
75,100
54,90
54,100
54,50
54,60
54,30
54,40
54,20
54,30
54,15
54,25
54,12
54,22
54,11
54,21
69,90
69,100
69,50
69,60
69,30
69,40
69,20
69,30
62,90
62,100
62,90
62,100
62,50
62,60
62,30
62,40
13,90
13,100
73,90
73,100
64,90
64,100
65,90
65,100
91,90
91,100
91,50
91,60
91,30
91,40
91,20
91,30
91,15
91,25
91,12
91,22
91,11
91,21
32,90
32,100
32,50
32,60
63,90
63,100
63,50
63,60
25,90
25,100
25,50
25,60
25,30
25,40
25,20
25,30
25,15
25,25
51,90
51,100
83,90
80,90
80,100
80,50
80,60
80,30
80,40
88,90
88,100
88,50
88,60
33,90
33,100
58,90
58,100
71,90
71,100
71,50
71,60
71,30
71,40
71,20
71,30
71,15
71,25
71,12
71,22
91,90
15,90
20,90
93,90
93,100
93,50
93,60
16,90
36,90
90,90
90,100
90,50
90,60
68,90
68,100
39,90
39,100
39,50
39,60
39,30
39,40
31,90
31,100
9,90
9,100
96,90
96,100
80,90
80,100
80,50
80,60
80,30
80,40
80,20
80,30
80,15
80,25
41,90
9,90
9,100
14,90
14,100
14,50
14,60
70,90
70,100
70,50
70,60
70,30
67,90
67,100
67,50
67,60
67,90
67,100
67,90
67,100
80,90
80,100
28,90
28,100
33,90
33,100
70,90
70,100
70,50
70,60
31,90
31,100
38,90
38,100
38,50
38,60
74,90
74,100
74,50
74,60
74,30
74,40
48,90
48,100
48,50
48,60
1,90
1,100
78,90
78,100
78,50
78,60
34,90
34,100
34,50
34,60
37,90
37,100
48,90
48,100
51,90
51,100
5,90
5,100
5,50
5,60
36,90
36,100
36,50
36,60
79,90
79,100
79,50
79,60
79,30
79,40
79,20
79,30
10,90
10,100
48,90
48,100
48,50
48,60
48,30
48,40
27,90
27,100
45,90
45,100
45,50
45,60
12,90
12,100
12,50
12,60
12,30
12,40
12,20
12,30
12,15
12,25
12,12
12,22
40,90
40,100
47,90
47,100
47,50
47,60
33,90
33,100
88,90
88,100
32,90
32,100
2,90
2,100
39,90
39,100
48,90
48,100
10,90
10,100
10,50
10,60
10,30
10,40
10,20
10,30
10,15
10,25
66,90
66,100
50,90
50,100
35,90
35,100
35,50
35,60
35,30
35,40
99,90
99,100
43,90
43,100
72,90
72,100
72,50
72,60
52,90
52,100
83,90
83,100
83,50
83,60
92,90
92,100
67,90
67,100
67,50
67,60
67,30
67,40
81,90
81,100
81,50
81,60
69,90
69,100
85,90
85,100
85,50
85,60
95,90
95,100
95,50
95,60
35,90
35,100
35,50
35,60
73,90
73,100
54,90
54,100
54,50
54,60
54,30
54,40
54,20
54,30
81,90
81,100
81,50
81,60
80,90
80,100
22,90
22,100
71,90
71,100
76,90
76,100
76,50
76,60
99,90
99,100
48,90
48,100
55,90
55,100
55,50
55,60
55,30
55,40
55,20
55,30
55,15
55,25
55,12
55,22
84,90
84,100
84,50
84,60
73,90
73,100
26,90
26,100
1,90
1,100
21,90
21,100
82,90
82,100
56,90
56,100
56,50
56,60
56,30
56,40
67,90
67,100
67,50
67,60
67,30
67,40
67,20
67,30
25,90
25,100
15,90
15,100
15,50
15,60
29,90
29,100
26,90
26,100
26,50
26,60
6,90
6,100
6,50
6,60
70,90
70,100
13,90
13,100
13,50
13,60
13,30
13,40
91,90
91,100
14,90
14,100
14,50
14,60
14,30
14,40
77,90
77,100
77,50
77,60
77,30
77,40
77,20
77,30
17,90
17,100
17,50
17,60
73,90
73,100
73,50
73,60
47,90
47,100
47,50
47,60
47,30
47,40
69,90
69,100
64,90
64,100
43,90
43,100
84,90
84,100
84,50
84,60
84,30
84,40
84,20
84,30
55,90
55,100
55,50
55,60
55,30
55,40
12,90
12,100
12,50
12,60
42,90
42,100
8,90
8,100
8,50
8,60
27,90
27,100
27,50
27,60
27,30
27,40
83,90
83,100
56,90
56,100
66,90
66,100
36,90
36,100
36,50
36,60
36,30
36,40
75,90
75,100
77,90
77,100
77,50
77,60
77,30
77,40
77,20
77,30
77,15
77,25
8,90
8,100
8,50
8,60
8,30
8,40
57,90
57,100
57,50
57,60
6,90
6,100
6,50
6,60
95,90
95,100
95,50
95,60
95,30
95,40
22,90
22,100
22,50
22,60
22,30
22,40
22,20
22,30
63,90
63,100
63,50
63,60
63,90
63,100
63,50
63,60
63,30
63,40
63,20
63,30
78,90
78,100
70,90
76,90
76,100
39,90
39,100
30,90
30,100
80,90
80,100
12,90
12,100
12,50
12,60
53,90
53,100
53,50
53,60
53,30
53,40
15,90
15,100
15,50
15,60
15,30
15,40
15,20
15,30
55,90
55,100
16,90
16,100
16,50
16,60
16,30
16,40
16,20
16,30
99,90
99,100
65,90
65,100
65,50
65,60
20,90
20,100
20,50
20,60
14,90
14,100
92,90
92,100
60,90
60,100
60,50
60,60
60,30
60,40
60,20
60,30
94,90
94,100
94,50
94,60
11,90
11,100
33,90
33,100
91,90
91,100
91,50
91,60
97,90
97,100
97,50
97,60
55,90
55,100
55,50
55,60
55,30
55,40
34,90
34,100
60,90
60,100
60,50
60,60
60,30
60,40
60,20
60,30
60,15
60,25
60,12
60,22
15,90
15,100
64,90
64,100
58,90
58,100
80,90
80,100
80,50
80,60
84,90
84,100
84,50
84,60
5,90
5,100
5,50
5,60
5,30
5,40
38,90
38,100
38,50
38,60
38,30
38,40
1,90
1,100
1,50
1,60
1,30
1,40
30,90
30,100
79,90
79,100
98,90
98,100
13,90
13,100
38,90
38,100
27,90
27,100
85,90
85,100
85,50
85,60
85,30
85,40
85,20
85,30
11,90
11,100
92,90
92,100
92,50
92,60
69,90
69,100
92,90
92,100
92,50
92,60
92,30
92,40
95,90
95,100
33,90
33,100
33,50
33,60
53,90
53,100
46,90
46,100
46,50
46,60
46,30
46,40
35,90
35,100
10,90
10,100
85,90
85,100
19,90
19,100
95,90
95,100
95,50
95,60
81,90
81,100
69,90
69,100
69,50
69,60
14,90
14,100
14,50
14,60
47,90
47,100
47,50
47,60
47,30
47,40
72,90
72,100
69,90
69,100
69,50
69,60
53,90
53,100
53,50
53,60
53,30
53,40
53,20
53,30
18,90
18,100
18,50
18,60
18,30
18,40
82,90
82,100
82,50
82,60
82,30
82,40
31,90
31,100
13,90
13,100
90,90
90,100
90,50
90,60
90,30
90,40
56,90
56,100
67,90
67,100
20,90
20,100
10,90
10,100
86,90
86,100
86,50
86,60
12,90
12,100
12,50
12,60
12,30
12,40
12,20
12,30
25,90
25,100
25,50
25,60
25,30
25,40
25,20
25,30
51,90
51,100
46,90
46,100
46,50
46,60
46,30
46,40
46,20
46,30
97,90
97,100
42,90
85,90
85,100
85,50
85,60
3,90
3,100
70,90
70,100
64,90
64,100
64,50
64,60
64,30
64,40
64,20
64,30
45,90
45,100
45,50
45,60
45,30
45,40
69,90
69,100
69,50
69,60
69,30
69,40
68,90
68,100
68,50
68,60
92,90
92,100
8,90
8,100
8,50
8,60
8,30
8,40
17,90
17,100
36,90
36,100
28,90
28,100
28,50
28,60
28,30
28,40
28,20
28,30
28,15
28,25
66,90
66,100
83,90
83,100
83,50
83,60
83,30
83,40
33,90
33,100
33,50
33,60
33,30
33,40
58,90
58,100
58,50
58,60
58,30
58,40
58,20
58,30
58,15
58,25
58,12
58,22
58,11
58,21
58,10
58,20
58,10
58,20
70,90
70,100
70,50
70,60
84,90
84,100
5,90
5,100
5,50
5,60
71,90
71,100
12,90
12,100
12,50
12,60
12,30
12,40
12,20
12,30
14,90
14,100
14,50
14,60
14,30
14,40
56,90
56,100
95,90
95,100
95,50
95,60
95,30
95,40
95,20
95,30
95,15
95,25
86,90
86,100
78,90
78,100
70,90
70,100
33,90
33,100
97,90
97,100
75,90
75,100
29,90
